1,17.165605,17.165605,91.1791
2,18.535048,18.535048,98.707667
3,19.904854,19.904854,106.23622
4,21.274903,21.274903,113.764771
5,22.6454,22.6454,121.293322
6,24.649613,24.649613,128.821878
7,26.640643,26.640643,136.350422
8,28.868587,28.868587,143.878978
9,31.367679,31.367679,151.407522
10,34.143343,34.143343,158.936078
11,37.201,37.201,169.991484
12,40.66,40.66,181.076253
13,44.446668,44.446668,192.190362
14,48.563519,48.563519,204.048207
15,53.74848,53.74848,215.938996
16,59.081897,59.081897,227.86275
17,64.420047,64.420047,247.685944
18,69.724455,69.724455,267.542105
19,75.123137,75.123137,287.431209
20,80.584775,80.584775,303.826417
21,86.112028,86.112028,320.225217
22,91.703742,91.703742,336.627633
23,97.244628,97.244628,352.319267
24,102.812644,102.812644,368.010913
25,108.409563,108.409563,383.702548
26,113.201694,113.201694,394.432358
27,118.102906,118.102906,405.18147
28,122.979318,122.979318,415.949907
29,129.72733,129.72733,426.737645
30,136.29291,136.29291,437.544709
31,142.67085,142.67085,450.600004
32,149.029029,149.029029,463.700301
33,155.416987,155.416987,476.845577
34,161.825495,161.825495,491.127512
35,169.106313,169.106313,502.554564
36,176.518077,176.518077,514.012104
37,184.072741,184.072741,531.409589
38,191.709518,191.709518,549.979601
39,199.556908,199.556908,568.58488
40,207.382042,207.382042,584.99652
41,215.3989,215.3989,605.670375
42,224.165667,224.165667,626.386206
43,233.50216,233.50216,646.052333
44,243.350573,243.350573,665.755638
45,256.063067,256.063067,685.496096
46,268.543493,268.543493,700.839402
47,281.526075,281.526075,723.333147
48,295.013648,295.013648,745.865265
49,309.067188,309.067188,768.435731
50,323.601597,323.601597,786.791945
51,336.757542,336.757542,809.538812
52,350.530312,350.530312,832.329057
53,364.482705,364.482705,855.162654
54,378.619181,378.619181,878.039628
55,398.600417,398.600417,899.484802
56,416.398254,416.398254,919.362018
57,434.386996,434.386996,946.039586
58,452.566797,452.951051,974.764223
59,471.426268,472.606217,1003.578617
60,490.481663,492.88489,1030.077002
61,509.50428,513.568543,1056.634974
62,532.771793,539.103198,1085.246306
63,556.393323,565.510563,1113.924427
64,580.103031,592.538753,1149.25872
65,607.894973,624.443427,1178.064819
66,630.20133,651.470148,1200.223743
67,652.866818,679.49683,1227.660294
68,675.186325,707.79406,1257.242987
69,697.782682,736.671422,1284.917392
70,720.170325,765.640231,1314.75288
71,742.454652,794.773403,1342.665216
72,765.205477,824.677397,1372.752485
73,784.374617,851.157781,1396.320986
74,803.401172,877.74209,1427.312436
75,830.920776,914.229123,1458.374528
76,854.403332,946.746752,1482.335772
77,877.759777,979.411386,1511.910837
78,900.117232,1011.223022,1541.549377
79,923.766661,1044.791746,1569.153701
80,946.370258,1077.443668,1596.814298
81,968.634183,1109.99754,1622.419626
82,991.029365,1142.976615,1648.074031
83,1013.527108,1176.369483,1666.376146
84,1036.132954,1210.184393,1684.678276
85,1066.623598,1253.835659,1702.980391
86,1089.964198,1288.952801,1726.104684
87,1114.964489,1325.484092,1754.671567
88,1141.662656,1363.456928,1785.86656
89,1171.941798,1405.097377,1817.137404
90,1202.813736,1446.853458,1851.060358
91,1233.939915,1488.215547,1885.067163
92,1264.69967,1528.444567,1921.749303
93,1305.689483,1580.367911,1958.523291
94,1346.084383,1630.847528,2006.194108
95,1411.738173,1711.197785,2041.569007
96,1468.874501,1780.453941,2054.472064
97,1524.041318,1847.322809,2065.97498
98,1576.966305,1911.474309,2174.7226
99,1627.613082,1972.864342,2186.7682
100,1674.809242,2030.071808,2198.81396
